pT,label,z,D
3,IC (μ=mc),0.05,0.0380221
3,IC (μ=mc),0.0547739,0.0420242
3,IC (μ=mc),0.0595477,0.0460962
3,IC (μ=mc),0.0643216,0.0502391
3,IC (μ=mc),0.0690955,0.0544543
3,IC (μ=mc),0.0738693,0.058743
3,IC (μ=mc),0.0786432,0.0631067
3,IC (μ=mc),0.0834171,0.0675466
3,IC (μ=mc),0.0881909,0.0720641
3,IC (μ=mc),0.0929648,0.0766607
3,IC (μ=mc),0.0977386,0.0813377
3,IC (μ=mc),0.102513,0.0860965
3,IC (μ=mc),0.107286,0.0909388
3,IC (μ=mc),0.11206,0.0958659
3,IC (μ=mc),0.116834,0.100879
3,IC (μ=mc),0.121608,0.105981
3,IC (μ=mc),0.126382,0.111172
3,IC (μ=mc),0.131156,0.116454
3,IC (μ=mc),0.13593,0.121828
3,IC (μ=mc),0.140703,0.127298
3,IC (μ=mc),0.145477,0.132863
3,IC (μ=mc),0.150251,0.138526
3,IC (μ=mc),0.155025,0.144288
3,IC (μ=mc),0.159799,0.150152
3,IC (μ=mc),0.164573,0.156119
3,IC (μ=mc),0.169347,0.162191
3,IC (μ=mc),0.17412,0.16837
3,IC (μ=mc),0.178894,0.174657
3,IC (μ=mc),0.183668,0.181055
3,IC (μ=mc),0.188442,0.187566
3,IC (μ=mc),0.193216,0.194191
3,IC (μ=mc),0.19799,0.200933
3,IC (μ=mc),0.202764,0.207793
3,IC (μ=mc),0.207538,0.214773
3,IC (μ=mc),0.212311,0.221877
3,IC (μ=mc),0.217085,0.229105
3,IC (μ=mc),0.221859,0.23646
3,IC (μ=mc),0.226633,0.243944
3,IC (μ=mc),0.231407,0.251559
3,IC (μ=mc),0.236181,0.259308
3,IC (μ=mc),0.240955,0.267192
3,IC (μ=mc),0.245728,0.275215
3,IC (μ=mc),0.250502,0.283377
3,IC (μ=mc),0.255276,0.291683
3,IC (μ=mc),0.26005,0.300133
3,IC (μ=mc),0.264824,0.30873
3,IC (μ=mc),0.269598,0.317477
3,IC (μ=mc),0.274372,0.326376
3,IC (μ=mc),0.279145,0.33543
3,IC (μ=mc),0.283919,0.34464
3,IC (μ=mc),0.288693,0.35401
3,IC (μ=mc),0.293467,0.363541
3,IC (μ=mc),0.298241,0.373236
3,IC (μ=mc),0.303015,0.383098
3,IC (μ=mc),0.307789,0.393129
3,IC (μ=mc),0.312563,0.403331
3,IC (μ=mc),0.317336,0.413708
3,IC (μ=mc),0.32211,0.42426
3,IC (μ=mc),0.326884,0.434992
3,IC (μ=mc),0.331658,0.445905
3,IC (μ=mc),0.336432,0.457001
3,IC (μ=mc),0.341206,0.468283
3,IC (μ=mc),0.34598,0.479754
3,IC (μ=mc),0.350753,0.491415
3,IC (μ=mc),0.355527,0.50327
3,IC (μ=mc),0.360301,0.515319
3,IC (μ=mc),0.365075,0.527566
3,IC (μ=mc),0.369849,0.540012
3,IC (μ=mc),0.374623,0.55266
3,IC (μ=mc),0.379397,0.565511
3,IC (μ=mc),0.384171,0.578567
3,IC (μ=mc),0.388944,0.591831
3,IC (μ=mc),0.393718,0.605304
3,IC (μ=mc),0.398492,0.618987
3,IC (μ=mc),0.403266,0.632882
3,IC (μ=mc),0.40804,0.64699
3,IC (μ=mc),0.412814,0.661313
3,IC (μ=mc),0.417588,0.675851
3,IC (μ=mc),0.422361,0.690606
3,IC (μ=mc),0.427135,0.705578
3,IC (μ=mc),0.431909,0.720767
3,IC (μ=mc),0.436683,0.736174
3,IC (μ=mc),0.441457,0.751799
3,IC (μ=mc),0.446231,0.767642
3,IC (μ=mc),0.451005,0.783701
3,IC (μ=mc),0.455778,0.799977
3,IC (μ=mc),0.460552,0.816468
3,IC (μ=mc),0.465326,0.833173
3,IC (μ=mc),0.4701,0.850089
3,IC (μ=mc),0.474874,0.867215
3,IC (μ=mc),0.479648,0.884548
3,IC (μ=mc),0.484422,0.902085
3,IC (μ=mc),0.489196,0.919822
3,IC (μ=mc),0.493969,0.937756
3,IC (μ=mc),0.498743,0.955881
3,IC (μ=mc),0.503517,0.974193
3,IC (μ=mc),0.508291,0.992686
3,IC (μ=mc),0.513065,1.01135
3,IC (μ=mc),0.517839,1.03019
3,IC (μ=mc),0.522613,1.04918
3,IC (μ=mc),0.527386,1.06833
3,IC (μ=mc),0.53216,1.08761
3,IC (μ=mc),0.536934,1.10703
3,IC (μ=mc),0.541708,1.12657
3,IC (μ=mc),0.546482,1.14621
3,IC (μ=mc),0.551256,1.16595
3,IC (μ=mc),0.55603,1.18578
3,IC (μ=mc),0.560803,1.20566
3,IC (μ=mc),0.565577,1.2256
3,IC (μ=mc),0.570351,1.24557
3,IC (μ=mc),0.575125,1.26555
3,IC (μ=mc),0.579899,1.28553
3,IC (μ=mc),0.584673,1.30548
3,IC (μ=mc),0.589447,1.32537
3,IC (μ=mc),0.594221,1.34519
3,IC (μ=mc),0.598994,1.36491
3,IC (μ=mc),0.603768,1.3845
3,IC (μ=mc),0.608542,1.40394
3,IC (μ=mc),0.613316,1.42318
3,IC (μ=mc),0.61809,1.44221
3,IC (μ=mc),0.622864,1.46098
3,IC (μ=mc),0.627638,1.47946
3,IC (μ=mc),0.632411,1.49761
3,IC (μ=mc),0.637185,1.5154
3,IC (μ=mc),0.641959,1.53277
3,IC (μ=mc),0.646733,1.54969
3,IC (μ=mc),0.651507,1.56612
3,IC (μ=mc),0.656281,1.582
3,IC (μ=mc),0.661055,1.59729
3,IC (μ=mc),0.665828,1.61193
3,IC (μ=mc),0.670602,1.62588
3,IC (μ=mc),0.675376,1.63907
3,IC (μ=mc),0.68015,1.65146
3,IC (μ=mc),0.684924,1.66299
3,IC (μ=mc),0.689698,1.67359
3,IC (μ=mc),0.694472,1.68321
3,IC (μ=mc),0.699246,1.69179
3,IC (μ=mc),0.704019,1.69926
3,IC (μ=mc),0.708793,1.70556
3,IC (μ=mc),0.713567,1.71063
3,IC (μ=mc),0.718341,1.7144
3,IC (μ=mc),0.723115,1.71681
3,IC (μ=mc),0.727889,1.7178
3,IC (μ=mc),0.732663,1.7173
3,IC (μ=mc),0.737436,1.71526
3,IC (μ=mc),0.74221,1.7116
3,IC (μ=mc),0.746984,1.70629
3,IC (μ=mc),0.751758,1.69925
3,IC (μ=mc),0.756532,1.69043
3,IC (μ=mc),0.761306,1.6798
3,IC (μ=mc),0.76608,1.66729
3,IC (μ=mc),0.770854,1.65288
3,IC (μ=mc),0.775627,1.63652
3,IC (μ=mc),0.780401,1.61818
3,IC (μ=mc),0.785175,1.59785
3,IC (μ=mc),0.789949,1.57551
3,IC (μ=mc),0.794723,1.55115
3,IC (μ=mc),0.799497,1.52476
3,IC (μ=mc),0.804271,1.49637
3,IC (μ=mc),0.809044,1.46598
3,IC (μ=mc),0.813818,1.43362
3,IC (μ=mc),0.818592,1.39934
3,IC (μ=mc),0.823366,1.36319
3,IC (μ=mc),0.82814,1.32522
3,IC (μ=mc),0.832914,1.28552
3,IC (μ=mc),0.837688,1.24416
3,IC (μ=mc),0.842461,1.20125
3,IC (μ=mc),0.847235,1.15689
3,IC (μ=mc),0.852009,1.1112
3,IC (μ=mc),0.856783,1.06433
3,IC (μ=mc),0.861557,1.01641
3,IC (μ=mc),0.866331,0.967604
3,IC (μ=mc),0.871105,0.918074
3,IC (μ=mc),0.875879,0.867997
3,IC (μ=mc),0.880652,0.817558
3,IC (μ=mc),0.885426,0.766949
3,IC (μ=mc),0.8902,0.716371
3,IC (μ=mc),0.894974,0.666027
3,IC (μ=mc),0.899748,0.616127
3,IC (μ=mc),0.904522,0.566879
3,IC (μ=mc),0.909296,0.518498
3,IC (μ=mc),0.914069,0.471194
3,IC (μ=mc),0.918843,0.425175
3,IC (μ=mc),0.923617,0.380648
3,IC (μ=mc),0.928391,0.337811
3,IC (μ=mc),0.933165,0.296857
3,IC (μ=mc),0.937939,0.257969
3,IC (μ=mc),0.942713,0.22132
3,IC (μ=mc),0.947486,0.187072
3,IC (μ=mc),0.95226,0.155374
3,IC (μ=mc),0.957034,0.126358
3,IC (μ=mc),0.961808,0.100144
3,IC (μ=mc),0.966582,0.0768353
3,IC (μ=mc),0.971356,0.0565168
3,IC (μ=mc),0.97613,0.0392573
3,IC (μ=mc),0.980904,0.0251076
3,IC (μ=mc),0.985677,0.0141006
3,IC (μ=mc),0.990451,0.00625149
3,IC (μ=mc),0.995225,0.00155783
3,IC (μ=mc),0.999999,6.80326e-11
3,μ=0.5*mt=1.677,0.05,0.0624104
3,μ=0.5*mt=1.677,0.0547739,0.0665701
3,μ=0.5*mt=1.677,0.0595477,0.0707808
3,μ=0.5*mt=1.677,0.0643216,0.0750922
3,μ=0.5*mt=1.677,0.0690955,0.0795181
3,μ=0.5*mt=1.677,0.0738693,0.0840347
3,μ=0.5*mt=1.677,0.0786432,0.0886208
3,μ=0.5*mt=1.677,0.0834171,0.0932745
3,μ=0.5*mt=1.677,0.0881909,0.0979996
3,μ=0.5*mt=1.677,0.0929648,0.102804
3,μ=0.5*mt=1.677,0.0977386,0.107702
3,μ=0.5*mt=1.677,0.102513,0.112701
3,μ=0.5*mt=1.677,0.107286,0.117792
3,μ=0.5*mt=1.677,0.11206,0.122956
3,μ=0.5*mt=1.677,0.116834,0.128193
3,μ=0.5*mt=1.677,0.121608,0.133519
3,μ=0.5*mt=1.677,0.126382,0.138951
3,μ=0.5*mt=1.677,0.131156,0.144486
3,μ=0.5*mt=1.677,0.13593,0.150114
3,μ=0.5*mt=1.677,0.140703,0.155831
3,μ=0.5*mt=1.677,0.145477,0.16164
3,μ=0.5*mt=1.677,0.150251,0.167546
3,μ=0.5*mt=1.677,0.155025,0.173551
3,μ=0.5*mt=1.677,0.159799,0.179654
3,μ=0.5*mt=1.677,0.164573,0.185859
3,μ=0.5*mt=1.677,0.169347,0.192167
3,μ=0.5*mt=1.677,0.17412,0.19858
3,μ=0.5*mt=1.677,0.178894,0.205099
3,μ=0.5*mt=1.677,0.183668,0.211726
3,μ=0.5*mt=1.677,0.188442,0.218462
3,μ=0.5*mt=1.677,0.193216,0.225311
3,μ=0.5*mt=1.677,0.19799,0.232277
3,μ=0.5*mt=1.677,0.202764,0.239362
3,μ=0.5*mt=1.677,0.207538,0.246571
3,μ=0.5*mt=1.677,0.212311,0.253905
3,μ=0.5*mt=1.677,0.217085,0.26136
3,μ=0.5*mt=1.677,0.221859,0.268933
3,μ=0.5*mt=1.677,0.226633,0.276621
3,μ=0.5*mt=1.677,0.231407,0.284429
3,μ=0.5*mt=1.677,0.236181,0.29236
3,μ=0.5*mt=1.677,0.240955,0.300431
3,μ=0.5*mt=1.677,0.245728,0.308653
3,μ=0.5*mt=1.677,0.250502,0.317023
3,μ=0.5*mt=1.677,0.255276,0.325523
3,μ=0.5*mt=1.677,0.26005,0.334146
3,μ=0.5*mt=1.677,0.264824,0.342903
3,μ=0.5*mt=1.677,0.269598,0.35181
3,μ=0.5*mt=1.677,0.274372,0.360869
3,μ=0.5*mt=1.677,0.279145,0.370078
3,μ=0.5*mt=1.677,0.283919,0.379434
3,μ=0.5*mt=1.677,0.288693,0.388938
3,μ=0.5*mt=1.677,0.293467,0.39859
3,μ=0.5*mt=1.677,0.298241,0.408397
3,μ=0.5*mt=1.677,0.303015,0.418367
3,μ=0.5*mt=1.677,0.307789,0.428505
3,μ=0.5*mt=1.677,0.312563,0.438807
3,μ=0.5*mt=1.677,0.317336,0.449266
3,μ=0.5*mt=1.677,0.32211,0.459885
3,μ=0.5*mt=1.677,0.326884,0.470674
3,μ=0.5*mt=1.677,0.331658,0.481642
3,μ=0.5*mt=1.677,0.336432,0.492786
3,μ=0.5*mt=1.677,0.341206,0.504101
3,μ=0.5*mt=1.677,0.34598,0.515589
3,μ=0.5*mt=1.677,0.350753,0.527251
3,μ=0.5*mt=1.677,0.355527,0.539091
3,μ=0.5*mt=1.677,0.360301,0.551114
3,μ=0.5*mt=1.677,0.365075,0.563325
3,μ=0.5*mt=1.677,0.369849,0.575722
3,μ=0.5*mt=1.677,0.374623,0.588298
3,μ=0.5*mt=1.677,0.379397,0.601049
3,μ=0.5*mt=1.677,0.384171,0.613983
3,μ=0.5*mt=1.677,0.388944,0.627112
3,μ=0.5*mt=1.677,0.393718,0.64044
3,μ=0.5*mt=1.677,0.398492,0.653967
3,μ=0.5*mt=1.677,0.403266,0.667688
3,μ=0.5*mt=1.677,0.40804,0.681603
3,μ=0.5*mt=1.677,0.412814,0.695713
3,μ=0.5*mt=1.677,0.417588,0.710017
3,μ=0.5*mt=1.677,0.422361,0.724515
3,μ=0.5*mt=1.677,0.427135,0.739208
3,μ=0.5*mt=1.677,0.431909,0.754086
3,μ=0.5*mt=1.677,0.436683,0.769135
3,μ=0.5*mt=1.677,0.441457,0.784362
3,μ=0.5*mt=1.677,0.446231,0.799793
3,μ=0.5*mt=1.677,0.451005,0.815453
3,μ=0.5*mt=1.677,0.455778,0.831324
3,μ=0.5*mt=1.677,0.460552,0.847378
3,μ=0.5*mt=1.677,0.465326,0.863593
3,μ=0.5*mt=1.677,0.4701,0.879967
3,μ=0.5*mt=1.677,0.474874,0.896497
3,μ=0.5*mt=1.677,0.479648,0.913202
3,μ=0.5*mt=1.677,0.484422,0.930106
3,μ=0.5*mt=1.677,0.489196,0.947212
3,μ=0.5*mt=1.677,0.493969,0.964487
3,μ=0.5*mt=1.677,0.498743,0.981899
3,μ=0.5*mt=1.677,0.503517,0.999439
3,μ=0.5*mt=1.677,0.508291,1.01711
3,μ=0.5*mt=1.677,0.513065,1.03492
3,μ=0.5*mt=1.677,0.517839,1.05287
3,μ=0.5*mt=1.677,0.522613,1.07095
3,μ=0.5*mt=1.677,0.527386,1.08915
3,μ=0.5*mt=1.677,0.53216,1.10745
3,μ=0.5*mt=1.677,0.536934,1.12582
3,μ=0.5*mt=1.677,0.541708,1.14427
3,μ=0.5*mt=1.677,0.546482,1.1628
3,μ=0.5*mt=1.677,0.551256,1.18137
3,μ=0.5*mt=1.677,0.55603,1.19998
3,μ=0.5*mt=1.677,0.560803,1.2186
3,μ=0.5*mt=1.677,0.565577,1.23722
3,μ=0.5*mt=1.677,0.570351,1.25585
3,μ=0.5*mt=1.677,0.575125,1.27444
3,μ=0.5*mt=1.677,0.579899,1.29298
3,μ=0.5*mt=1.677,0.584673,1.31144
3,μ=0.5*mt=1.677,0.589447,1.32979
3,μ=0.5*mt=1.677,0.594221,1.34804
3,μ=0.5*mt=1.677,0.598994,1.36615
3,μ=0.5*mt=1.677,0.603768,1.38406
3,μ=0.5*mt=1.677,0.608542,1.40175
3,μ=0.5*mt=1.677,0.613316,1.4192
3,μ=0.5*mt=1.677,0.61809,1.43644
3,μ=0.5*mt=1.677,0.622864,1.45341
3,μ=0.5*mt=1.677,0.627638,1.47002
3,μ=0.5*mt=1.677,0.632411,1.4862
3,μ=0.5*mt=1.677,0.637185,1.50196
3,μ=0.5*mt=1.677,0.641959,1.51732
3,μ=0.5*mt=1.677,0.646733,1.53224
3,μ=0.5*mt=1.677,0.651507,1.54661
3,μ=0.5*mt=1.677,0.656281,1.56036
3,μ=0.5*mt=1.677,0.661055,1.57345
3,μ=0.5*mt=1.677,0.665828,1.58588
3,μ=0.5*mt=1.677,0.670602,1.59762
3,μ=0.5*mt=1.677,0.675376,1.60864
3,μ=0.5*mt=1.677,0.68015,1.6189
3,μ=0.5*mt=1.677,0.684924,1.62823
3,μ=0.5*mt=1.677,0.689698,1.63648
3,μ=0.5*mt=1.677,0.694472,1.64365
3,μ=0.5*mt=1.677,0.699246,1.64995
3,μ=0.5*mt=1.677,0.704019,1.65546
3,μ=0.5*mt=1.677,0.708793,1.65982
3,μ=0.5*mt=1.677,0.713567,1.66257
3,μ=0.5*mt=1.677,0.718341,1.66371
3,μ=0.5*mt=1.677,0.723115,1.66376
3,μ=0.5*mt=1.677,0.727889,1.66311
3,μ=0.5*mt=1.677,0.732663,1.6612
3,μ=0.5*mt=1.677,0.737436,1.65728
3,μ=0.5*mt=1.677,0.74221,1.65113
3,μ=0.5*mt=1.677,0.746984,1.64334
3,μ=0.5*mt=1.677,0.751758,1.63437
3,μ=0.5*mt=1.677,0.756532,1.62409
3,μ=0.5*mt=1.677,0.761306,1.61214
3,μ=0.5*mt=1.677,0.76608,1.59825
3,μ=0.5*mt=1.677,0.770854,1.58234
3,μ=0.5*mt=1.677,0.775627,1.56437
3,μ=0.5*mt=1.677,0.780401,1.5446
3,μ=0.5*mt=1.677,0.785175,1.5234
3,μ=0.5*mt=1.677,0.789949,1.50077
3,μ=0.5*mt=1.677,0.794723,1.47619
3,μ=0.5*mt=1.677,0.799497,1.44918
3,μ=0.5*mt=1.677,0.804271,1.41995
3,μ=0.5*mt=1.677,0.809044,1.38898
3,μ=0.5*mt=1.677,0.813818,1.35655
3,μ=0.5*mt=1.677,0.818592,1.32257
3,μ=0.5*mt=1.677,0.823366,1.28697
3,μ=0.5*mt=1.677,0.82814,1.24973
3,μ=0.5*mt=1.677,0.832914,1.21093
3,μ=0.5*mt=1.677,0.837688,1.17061
3,μ=0.5*mt=1.677,0.842461,1.12878
3,μ=0.5*mt=1.677,0.847235,1.08546
3,μ=0.5*mt=1.677,0.852009,1.04096
3,μ=0.5*mt=1.677,0.856783,0.995729
3,μ=0.5*mt=1.677,0.861557,0.950053
3,μ=0.5*mt=1.677,0.866331,0.903925
3,μ=0.5*mt=1.677,0.871105,0.85728
3,μ=0.5*mt=1.677,0.875879,0.80989
3,μ=0.5*mt=1.677,0.880652,0.761439
3,μ=0.5*mt=1.677,0.885426,0.712102
3,μ=0.5*mt=1.677,0.8902,0.66319
3,μ=0.5*mt=1.677,0.894974,0.616052
3,μ=0.5*mt=1.677,0.899748,0.57065
3,μ=0.5*mt=1.677,0.904522,0.526057
3,μ=0.5*mt=1.677,0.909296,0.481569
3,μ=0.5*mt=1.677,0.914069,0.437086
3,μ=0.5*mt=1.677,0.918843,0.39267
3,μ=0.5*mt=1.677,0.923617,0.349343
3,μ=0.5*mt=1.677,0.928391,0.308798
3,μ=0.5*mt=1.677,0.933165,0.272057
3,μ=0.5*mt=1.677,0.937939,0.238186
3,μ=0.5*mt=1.677,0.942713,0.205949
3,μ=0.5*mt=1.677,0.947486,0.174804
3,μ=0.5*mt=1.677,0.95226,0.144759
3,μ=0.5*mt=1.677,0.957034,0.116159
3,μ=0.5*mt=1.677,0.961808,0.0904025
3,μ=0.5*mt=1.677,0.966582,0.0690081
3,μ=0.5*mt=1.677,0.971356,0.0519501
3,μ=0.5*mt=1.677,0.97613,0.0378706
3,μ=0.5*mt=1.677,0.980904,0.0257309
3,μ=0.5*mt=1.677,0.985677,0.0157901
3,μ=0.5*mt=1.677,0.990451,0.00855592
3,μ=0.5*mt=1.677,0.995225,0.00368041
3,μ=0.5*mt=1.677,0.999999,4.20848e-07
3,μ=1*mt=3.354,0.05,0.244512
3,μ=1*mt=3.354,0.0547739,0.245155
3,μ=1*mt=3.354,0.0595477,0.246172
3,μ=1*mt=3.354,0.0643216,0.247925
3,μ=1*mt=3.354,0.0690955,0.25049
3,μ=1*mt=3.354,0.0738693,0.253642
3,μ=1*mt=3.354,0.0786432,0.257171
3,μ=1*mt=3.354,0.0834171,0.261011
3,μ=1*mt=3.354,0.0881909,0.265131
3,μ=1*mt=3.354,0.0929648,0.269516
3,μ=1*mt=3.354,0.0977386,0.274164
3,μ=1*mt=3.354,0.102513,0.279064
3,μ=1*mt=3.354,0.107286,0.284169
3,μ=1*mt=3.354,0.11206,0.28942
3,μ=1*mt=3.354,0.116834,0.2948
3,μ=1*mt=3.354,0.121608,0.300344
3,μ=1*mt=3.354,0.126382,0.30608
3,μ=1*mt=3.354,0.131156,0.311991
3,μ=1*mt=3.354,0.13593,0.318041
3,μ=1*mt=3.354,0.140703,0.324208
3,μ=1*mt=3.354,0.145477,0.330493
3,μ=1*mt=3.354,0.150251,0.336895
3,μ=1*mt=3.354,0.155025,0.343412
3,μ=1*mt=3.354,0.159799,0.350038
3,μ=1*mt=3.354,0.164573,0.356772
3,μ=1*mt=3.354,0.169347,0.363614
3,μ=1*mt=3.354,0.17412,0.370562
3,μ=1*mt=3.354,0.178894,0.377617
3,μ=1*mt=3.354,0.183668,0.384778
3,μ=1*mt=3.354,0.188442,0.392046
3,μ=1*mt=3.354,0.193216,0.399426
3,μ=1*mt=3.354,0.19799,0.406923
3,μ=1*mt=3.354,0.202764,0.414541
3,μ=1*mt=3.354,0.207538,0.422284
3,μ=1*mt=3.354,0.212311,0.430148
3,μ=1*mt=3.354,0.217085,0.438112
3,μ=1*mt=3.354,0.221859,0.446155
3,μ=1*mt=3.354,0.226633,0.454273
3,μ=1*mt=3.354,0.231407,0.462476
3,μ=1*mt=3.354,0.236181,0.470776
3,μ=1*mt=3.354,0.240955,0.479206
3,μ=1*mt=3.354,0.245728,0.487792
3,μ=1*mt=3.354,0.250502,0.496513
3,μ=1*mt=3.354,0.255276,0.505314
3,μ=1*mt=3.354,0.26005,0.51417
3,μ=1*mt=3.354,0.264824,0.523116
3,μ=1*mt=3.354,0.269598,0.532191
3,μ=1*mt=3.354,0.274372,0.541398
3,μ=1*mt=3.354,0.279145,0.550717
3,μ=1*mt=3.354,0.283919,0.560129
3,μ=1*mt=3.354,0.288693,0.569638
3,μ=1*mt=3.354,0.293467,0.579246
3,μ=1*mt=3.354,0.298241,0.588961
3,μ=1*mt=3.354,0.303015,0.598791
3,μ=1*mt=3.354,0.307789,0.608741
3,μ=1*mt=3.354,0.312563,0.618799
3,μ=1*mt=3.354,0.317336,0.628954
3,μ=1*mt=3.354,0.32211,0.639207
3,μ=1*mt=3.354,0.326884,0.649567
3,μ=1*mt=3.354,0.331658,0.660041
3,μ=1*mt=3.354,0.336432,0.670626
3,μ=1*mt=3.354,0.341206,0.681317
3,μ=1*mt=3.354,0.34598,0.69211
3,μ=1*mt=3.354,0.350753,0.703003
3,μ=1*mt=3.354,0.355527,0.713995
3,μ=1*mt=3.354,0.360301,0.725089
3,μ=1*mt=3.354,0.365075,0.736288
3,μ=1*mt=3.354,0.369849,0.747592
3,μ=1*mt=3.354,0.374623,0.758995
3,μ=1*mt=3.354,0.379397,0.770493
3,μ=1*mt=3.354,0.384171,0.782082
3,μ=1*mt=3.354,0.388944,0.793758
3,μ=1*mt=3.354,0.393718,0.805525
3,μ=1*mt=3.354,0.398492,0.817392
3,μ=1*mt=3.354,0.403266,0.829368
3,μ=1*mt=3.354,0.40804,0.841441
3,μ=1*mt=3.354,0.412814,0.853595
3,μ=1*mt=3.354,0.417588,0.865819
3,μ=1*mt=3.354,0.422361,0.878111
3,μ=1*mt=3.354,0.427135,0.890471
3,μ=1*mt=3.354,0.431909,0.902905
3,μ=1*mt=3.354,0.436683,0.915421
3,μ=1*mt=3.354,0.441457,0.928018
3,μ=1*mt=3.354,0.446231,0.940678
3,μ=1*mt=3.354,0.451005,0.953385
3,μ=1*mt=3.354,0.455778,0.966135
3,μ=1*mt=3.354,0.460552,0.978923
3,μ=1*mt=3.354,0.465326,0.991752
3,μ=1*mt=3.354,0.4701,1.00463
3,μ=1*mt=3.354,0.474874,1.01756
3,μ=1*mt=3.354,0.479648,1.03053
